,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
1406,UPCOM,Becamex UDJ,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,16,676.0,0.052,http://www.becamexudj.com.vn,4.1,-0.031,0.132,-0.013,16.5,16.5,CT,UDJ,,,,
1407,UPCOM,Cơ điện Uông Bí - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,195,171.0,0.0,http://www.codienuongbi.vn,3.2,0.013,0.064,0.299,2.4,2.4,CT,UEM,,,,
1408,UPCOM,Liên hợp Thực phẩm,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005,178,114.0,0.0,http://www.lhtp.com.vn,3.5,0.013,0.064,0.438,6.0,6.0,CT,FCC,,,,
1409,HOSE,Phát triển Nhà và Đô thị IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000,99,572.0,0.128,http://www.idico-udico.com.vn/welcome/vn,4.0,0.0,0.1,-0.004,8.0,8.0,CT,UIC,,,,
1410,UPCOM,Công trình đô thị Nam Định,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,206,205.0,0.0,http://www.congtrinhdothinamdinh.vn,3.5,0.013,0.064,0.312,1.8,1.8,CT,UMC,,,,
1411,HNX,Viễn Liên,308.0,9533,Công nghệ Thông tin,Technology,1993,16,0.0,0.016,http://www.vienlien.com.vn,3.5,0.093,0.043,-0.259,15.6,15.6,CT,UNI,,,,
1412,UPCOM,Cây xanh Vũng Tàu,276.0,7575,"Điện, nước & xăng dầu khí đốt",Utilities,2009,604,0.0,0.0,http://www.upcgreen.com,3.7,0.013,0.064,0.308,3.4,3.4,CT,UPC,,,,
1413,UPCOM,Dược phẩm TW25,238.0,4577,Y tế,Health Care,2007,192,447.0,0.0,http://www.uphace.com.vn,3.4,0.013,0.247,0.302,13.3,13.3,CT,UPH,,,,
1414,UPCOM,Khảo sát và Xây dựng - USCO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,296,313.0,0.0,http://www.usco.vn,3.2,0.013,0.064,0.672,5.5,5.5,CT,USC,,,,
1415,UPCOM,Công trình Đô thị Sóc Trăng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,403,0.0,0.0,http://www.ctdtst.vn,3.6,0.013,0.08,0.406,5.6,5.6,CT,USD,,,,
1416,UPCOM,VINACONEX No11,336.0,8633,Bất động sản,Real Estate,1996,10,0.0,0.003,http://www.vinaconex11.com.vn,3.5,0.013,-0.079,-0.437,8.4,8.4,CT,V11,,,,
1417,HNX,VINACONEX 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1996,244,520.0,0.001,http://www.vinaconex12.com.vn,3.7,-0.196,0.016,-0.084,11.6,5.8,CT,V12,,,,
1418,UPCOM,Vinaconex 15,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1978,520,0.0,0.002,http://www.vinaconex15.com,3.5,0.013,-0.079,-0.345,10.0,10.0,CT,V15,,,,
1419,HNX,Vinaconex 21,336.0,8633,Bất động sản,Real Estate,2005,312,249.0,0.0,http://www.vinaconex21.vn,3.3,0.013,0.006,-0.384,12.0,12.0,CT,V21,,,,
1420,UPCOM,Ngân hàng Việt Á,289.0,8355,Ngân hàng,Banks,2003,1673,1913.0,0.0,http://www.vietabank.com.vn,4.2,-0.013,-0.023,-0.191,540.0,540.0,NH,VAB,,,,
1421,HOSE,Phân lân Văn Điển,151.0,1357,Hóa chất,Chemicals,2009,362,0.0,0.0,https://vandienfmp.vn,3.9,-0.051,0.116,0.041,37.7,37.7,CT,VAF,,,,
1422,UPCOM,Phốt pho Apatit Việt Nam,151.0,1357,Hóa chất,Chemicals,2014,217,189.0,0.001,https://pacvietnam.vn,4.4,0.022,0.048,,25.0,25.0,CT,PAT,,,,
1423,UPCOM,Viễn thông Vạn Xuân,314.0,9578,Công nghệ Thông tin,Technology,2006,45,104.0,0.057,http://www.vatel.com.vn,3.5,-0.112,-0.236,-0.348,4.5,4.6,CT,VAT,,,,
1424,UPCOM,VIWACO,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2015,216,100.0,0.022,https://viwaco.vn,3.8,0.043,0.005,0.022,32.0,32.0,CT,VAV,,,,
1425,HNX,Nhựa - Bao bì Vinh,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1996,1036,262.0,0.019,http://nhuabaobivinh.com,3.7,-0.082,-0.178,-0.165,7.5,7.5,CT,VBC,,,,
1426,UPCOM,Điện tử Bình Hòa,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,213,0.0,0.015,http://www.viettronics-binhhoa.com,3.8,0.013,0.202,0.56,2.9,2.9,CT,VBH,,,,
1427,HNX,Xây dựng số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,121,0.0,0.026,http://www.vinaconex1.com.vn,3.4,-0.061,-0.075,-0.284,12.0,12.0,CT,VC1,,,,
1428,HNX,Đầu tư và Xây dựng VINA2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,295,0.0,0.001,http://www.vina2.com.vn,3.4,-0.024,-0.117,-0.524,47.2,47.2,CT,VC2,,,,
1429,HNX,Tập đoàn Nam Mê Kông,339.0,8637,Bất động sản,Real Estate,2002,132,1281.0,0.0,http://www.nammekong.net,3.3,0.02,-0.044,0.053,100.2,100.2,CT,VC3,,,,
1430,UPCOM,Xây dựng Số 5,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,1012,0.0,0.011,http://www.vina5.vn,3.4,-0.098,-0.048,-0.476,5.0,5.0,CT,VC5,,,,
1431,HNX,Visicons,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000,261,815.0,0.104,http://www.visicons.vn,3.4,-0.023,-0.142,-0.013,8.8,8.8,CT,VC6,,,,
1432,HNX,BGI Group,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,107,0.0,0.001,http://www.bgi.vn,3.4,-0.029,-0.04,-0.396,48.0,48.0,CT,VC7,,,,
1433,HNX,Xây dựng số 9,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,217,834.0,0.026,http://www.vinaconex-9.com.vn,2.9,-0.083,-0.178,-0.307,11.7,12.0,CT,VC9,,,,
1434,HOSE,Thép VICASA - VNSTEEL,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,396,732.0,0.081,http://www.vicasasteel.com,3.4,-0.055,-0.06,-0.036,15.2,15.2,CT,VCA,,,,
1435,HOSE,Vietcombank,289.0,8355,Ngân hàng,Banks,2008,17215,26686.0,0.236,http://www.vietcombank.com.vn,3.9,0.013,0.076,0.402,4732.5,4732.5,NH,VCB,,,,
1436,HNX,Vinaconex 25,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,465,478.0,0.0,http://www.vinaconex25.com.vn,3.1,0.078,0.129,-0.195,12.0,12.0,CT,VCC,,,,
1437,UPCOM,XD CN và đô thị Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,309,213.0,0.0,http://www.vcc.com.vn,3.5,0.013,0.064,0.994,1.8,1.8,CT,CCV,,,,
1438,HOSE,Vinacafé Biên Hòa,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2004,327,390.0,0.007,http://www.vinacafebienhoa.com,3.8,0.013,0.161,0.385,26.6,26.6,CT,VCF,,,,
1439,HOSE,VINACONEX,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,6845,7864.0,0.052,http://www.vinaconex.com.vn,3.3,0.001,-0.003,-0.155,485.9,485.9,CT,VCG,,,,
1440,UPCOM,Viglacera Hà Nội,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,468,378.0,0.0,http://www.viglacerahanoi.com.vn,3.3,0.013,0.064,0.452,5.6,5.6,CT,VIH,,,,
1441,HNX,Xuất nhập khẩu Than - Vinacomin,160.0,1771,Tài nguyên Cơ bản,Basic Resources,1982,152,155.0,0.0,http://coalimex.vn,4.4,-0.009,-0.003,1.412,11.0,11.0,CT,CLM,,,,
1442,HNX,VINACONEX MEC,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1995,54,656.0,0.0,http://www.vinaconexmec.vn,3.7,0.013,0.083,0.495,3.0,3.0,CT,VCM,,,,
1443,UPCOM,Vinaconex - ITC,336.0,8633,Bất động sản,Real Estate,2008,19,2796.0,0.0,https://vinaconexitc.com.vn/,3.1,0.013,0.068,-0.192,210.0,210.0,CT,VCR,,,,
1444,HNX,VICOSTONE,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,682,4400.0,0.031,http://www.vicostone.com,4.1,-0.008,-0.03,-0.185,160.0,160.0,CT,VCS,,,,
1445,HOSE,Chứng khoán Bản Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2007,189,13657.0,0.228,http://www.vcsc.com.vn,3.9,0.026,-0.022,-0.111,435.5,435.5,CK,VCI,,,,
1446,UPCOM,Tư vấn XD Vinaconex,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,190,0.0,0.0,http://www.vinaconsult.com.vn,3.7,0.013,0.064,0.227,1.1,1.1,CT,VCT,,,,
1447,UPCOM,Xi măng Yên Bình,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2012,348,668.0,0.001,http://www.ximangyenbinh.com,3.4,0.013,-0.222,-0.233,26.5,26.5,CT,VCX,,,,
1448,UPCOM,Vận tải và CB Than Đông Bắc,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2012,522,520.0,0.0,http://www.vtcbdongbac.com.vn,3.5,0.013,0.064,0.302,8.7,8.7,CT,VDB,,,,
1449,HNX,Thực phẩm Lâm Đồng,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2003,197,0.0,0.007,http://www.ladofoods.vn,3.3,0.086,0.019,0.088,14.7,14.7,CT,VDL,,,,
1450,UPCOM,Vinatex Đà Nẵng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,3022,0.0,0.0,http://www.vinatexdn.com.vn,3.0,0.013,-0.151,-0.107,3.1,3.0,CT,VDN,,,,
1451,HOSE,Chứng khoán Rồng Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,330,6083.0,0.014,http://www.vdsc.com.vn,3.7,-0.003,-0.035,-0.423,210.0,210.0,CK,VDS,,,,
1452,UPCOM,Lưới thép Bình Tây,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1977,181,0.0,0.0,http://www.luoithepbinhtay.com.vn,3.3,0.107,0.311,0.605,2.0,2.0,CT,VDT,,,,
1453,HNX,VNECO 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,38,0.0,0.256,http://www.vneco1.com.vn,3.8,0.049,0.224,-0.296,5.9,6.0,CT,VE1,,,,
1454,HNX,Xây dựng Điện VNECO 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,35,276.0,0.007,http://www.vneco2.com.vn,3.7,0.013,0.112,-0.217,2.1,2.2,CT,VE2,,,,
1455,HNX,Xây dựng điện VNECO 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1988,85,0.0,0.002,http://www.vneco3.com.vn,3.3,-0.078,-0.006,-0.068,1.3,1.3,CT,VE3,,,,
1456,HNX,Xây dựng điện VNECO4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1989,108,115.0,0.001,http://www.vneco4.com.vn,3.5,0.013,0.213,0.915,1.0,1.0,CT,VE4,,,,
1457,HNX,Xây dựng Điện Vneco 8,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,96,0.0,0.008,http://www.vneco8.com.vn,3.4,0.013,0.206,-0.09,1.8,1.8,CT,VE8,,,,
1458,UPCOM,VNECO 9,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,6,0.0,0.002,http://www.vneco9.com,3.8,-0.043,-0.042,-0.433,12.0,12.5,CT,VE9,,,,
1459,UPCOM,Máy động lực và Máy NN,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,1052,1912.0,0.051,http://www.veamcorp.com,4.1,-0.013,-0.012,0.261,1328.8,1328.8,CT,VEA,,,,
1460,UPCOM,Triển lãm Việt Nam,255.0,5555,Truyền thông,Media,2011,88,0.0,0.0,http://www.vefac.vn,3.4,0.039,0.048,-0.391,166.6,166.6,CT,VEF,,,,
1461,UPCOM,Điện tử và Tin học VN,311.0,9572,Công nghệ Thông tin,Technology,2007,66,518.0,0.0,http://www.veic.com.vn,3.8,0.072,-0.244,-0.098,43.8,43.8,CT,VEC,,,,
1462,UPCOM,MÊ CA VNECO,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,109,446.0,0.001,http://www.mecavneco.com.vn,3.0,0.013,0.064,0.278,9.0,9.0,CT,VES,,,,
1463,UPCOM,Vận tải biển VINAFCO,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001,721,0.0,0.447,http://www.vinafco.com.vn,3.9,-0.136,-0.22,1.235,33.8,34.0,CT,VFC,,,,
1464,HOSE,Khử trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,1993,1216,687.0,0.027,http://www.vfc.com.vn,4.1,-0.037,-0.018,0.256,41.7,41.7,CT,VFG,,,,
1465,UPCOM,Vận tải Vietfracht,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,201,547.0,0.0,http://www.vietfracht.com.vn,3.8,0.013,-0.004,0.095,15.0,15.0,CT,VFR,,,,
1466,UPCOM,Chứng khoán Nhất Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2008,44,0.0,0.0,http://www.vfs.com.vn,3.6,-0.011,0.111,0.754,80.3,80.3,CK,VFS,,,,
1467,HOSE,Tổng Công ty Viglacera,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,7629,4286.0,0.053,http://www.viglacera.com.vn,4.0,0.003,-0.045,0.013,448.4,448.4,CT,VGC,,,,
1468,HNX,Cảng Rau Quả,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2001,24,0.0,0.013,http://www.vegeport.com,3.3,0.013,0.064,0.487,7.8,8.2,CT,VGP,,,,
1469,HNX,Ống thép Việt Đức,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,472,2268.0,0.004,http://www.vgpipe.com.vn,3.7,0.005,0.004,-0.316,48.4,48.4,CT,VGS,,,,
1470,UPCOM,Chứng khoán Stanley Brothers,300.0,8777,Dịch vụ tài chính,Financial Services,2011,37,108.0,0.0,http://www.sbsi.vn,3.4,0.001,-0.002,0.177,33.9,33.9,CK,VUA,,,,
1471,UPCOM,Dệt may Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,1771,1024.0,0.0,http://www.natexco.com.vn,3.5,-0.012,-0.04,-0.342,15.6,15.6,CT,NDT,,,,
1472,HOSE,Thủy sản Vĩnh Hoàn,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2007,3500,2487.0,0.304,https://vinhhoan.com,4.2,-0.076,-0.131,0.068,183.4,183.4,CT,VHC,,,,
1473,UPCOM,Chế biến lương thực Vĩnh Hà,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1993,105,179.0,0.0,http://www.vinhha.com.vn,3.6,0.013,0.064,0.531,21.5,21.5,CT,VHF,,,,
1474,UPCOM,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,185.0,2727,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003,2,3879.0,0.003,http://viettrungnam.com.vn,3.8,-0.07,-0.09,-0.454,150.0,150.0,CT,VHG,,,,
1475,UPCOM,Kinh doanh nhà Thành Đạt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,75,0.0,0.0,http://www.thanhdathouse.com.vn,3.6,0.06,0.064,0.373,7.5,7.5,CT,VHH,,,,
1476,HNX,Viglacera Hạ Long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,2116,470.0,0.026,http://www.viglacerahalong.vn,3.4,0.013,0.13,0.272,25.0,25.0,CT,VHL,,,,
1477,HOSE,VIBBank,289.0,8355,Ngân hàng,Banks,1996,5372,1316.0,0.205,http://www.vib.com.vn,3.9,0.018,0.0,-0.064,2107.7,2107.7,NH,VIB,,,,
1478,HOSE,VinGroup,336.0,8633,Bất động sản,Real Estate,2002,65325,32650.0,0.127,http://www.vingroup.net,3.3,0.007,-0.013,-0.014,3813.9,3813.9,CT,VIC,,,,
1479,HOSE,May Việt Thắng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,942,738.0,0.04,https://vietthang.com.vn,3.6,-0.006,0.049,0.115,21.0,21.0,CT,TVT,,,,
1480,HOSE,Viễn Đông,156.0,1737,Tài nguyên Cơ bản,Basic Resources,1974,32,3501.0,0.005,http://www.dautuviendong.vn,4.0,-0.011,0.02,-0.085,40.8,40.8,CT,VID,,,,
1481,UPCOM,Bia Sài Gòn - Nghệ Tĩnh,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2006,261,1156.0,0.006,http://www.vidabeer.vn,3.9,0.013,-0.159,0.125,10.5,10.5,CT,SB1,,,,
1482,UPCOM,Dầu nhờn PV Oil,151.0,1357,Hóa chất,Chemicals,2009,108,0.0,0.008,http://www.lube.pvoil.vn,3.7,-0.042,0.009,-0.25,8.9,8.9,CT,PVO,,,,
1483,HNX,Tập đoàn MBG,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,31,9038.0,0.012,http://www.maxxbau.com,4.4,0.034,0.005,-0.326,120.2,120.2,CT,MBG,,,,
1484,HOSE,Dược phẩm VIDIPHA,238.0,4577,Y tế,Health Care,2003,426,506.0,0.004,http://www.vidipha.com.vn,3.9,0.001,0.104,0.396,16.8,16.8,CT,VDP,,,,
1485,UPCOM,CN Viễn thông VI TE CO,314.0,9578,Công nghệ Thông tin,Technology,1991,23,165.0,0.003,http://www.viteco.vn,,-0.13,-0.079,-0.331,5.1,2.1,CT,VIE,,,,
1486,HNX,Mỏ Việt Bắc - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,1980,2035,993.0,0.001,http://www.cmv.vn,4.0,-0.003,0.069,0.045,105.0,105.0,CT,MVB,,,,
1487,HOSE,Vietjet Air,257.0,5751,Du lịch và Giải trí,Travel & Leisure,2007,5842,5333.0,0.173,http://www.vietjetair.com,3.4,0.02,-0.064,0.026,541.6,541.6,CT,VJC,,,,
1488,HNX,Dược liệu Việt Nam,238.0,4577,Y tế,Health Care,2011,144,221.0,0.0,https://duoclieuvietnam.com.vn,3.5,0.11,0.435,,35.7,35.7,CT,DVM,,,,
1489,UPCOM,Du lịch Vietourist,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2011,118,148.0,0.0,http://www.vietourist.com.vn,4.0,0.023,-0.009,-0.135,12.0,12.0,CT,VTD,,,,
1490,UPCOM,Du lịch Vietravel,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,1361,859.0,0.0,http://www.vietravel.com,3.6,-0.006,0.027,0.02,28.7,17.3,CT,VTR,,,,
1491,HNX,CK TM và CN Việt Nam,300.0,8777,Dịch vụ tài chính,Financial Services,2008,37,0.0,0.006,http://www.vics.vn,3.8,-0.025,-0.117,-0.344,45.1,34.1,CK,VIG,,,,
1492,UPCOM,Chăn nuôi Việt Nam,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2014,70,254.0,0.002,http://www.vilico.vn,3.8,0.006,0.019,-0.2,172.3,172.3,CT,VLC,,,,
1493,UPCOM,Khoáng sản Viglacera,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2008,66,152.0,0.004,http://khoangsanviglacera.com.vn/,3.8,0.094,0.08,0.401,1.3,1.3,CT,VIM,,,,
1494,UPCOM,Tư vấn đầu tư Mỏ,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,344,239.0,0.0,http://www.vimcc.vn,3.7,0.013,0.064,0.302,2.4,2.4,CT,TVM,,,,
1495,UPCOM,Kim loại màu Thái Nguyên - Vimico,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2005,1125,271.0,0.0,http://www.kimloaimau.com.vn,3.9,0.013,0.156,0.344,18.0,18.0,CT,TMG,,,,
1496,UPCOM,Kho vận ngoại thương VN,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1975,203,285.0,0.002,http://www.vinatrans.com,4.0,0.039,0.064,0.401,25.5,25.5,CT,VIN,,,,
1497,HNX,Vinacomin Power,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,1969,969.0,0.0,http://www.vinacominpower.vn,3.7,-0.03,-0.036,-0.056,682.8,682.8,CT,DTK,,,,
1498,HNX,Lâm nghiệp Việt Nam,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2010,754,879.0,0.0,http://www.vinafor.com.vn,3.7,-0.062,-0.005,0.045,350.0,350.0,CT,VIF,,,,
1499,HNX,Dược liệu và Thực phẩm VN,238.0,4577,Y tế,Health Care,2016,50,902.0,0.0,http://www.vinaherbfoods.com,3.5,0.045,0.005,-0.35,33.1,33.1,CT,VHE,,,,
1500,UPCOM,PT Nhà và Đô thị Vinaconex,336.0,8633,Bất động sản,Real Estate,2007,50,0.0,0.0,http://vinahud.com.vn,3.9,-0.27,-0.333,-0.532,38.0,38.0,CT,VHD,,,,
1501,UPCOM,XD Công nghiệp Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,133,1840.0,0.0,http://www.vinaincon.com.vn,3.5,0.013,0.201,-0.025,55.0,55.0,CT,VVN,,,,
1502,UPCOM,K.I.P Việt Nam,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,326,148.0,0.0,https://kipvietnam.vn/,3.7,0.364,0.064,0.401,9.8,9.8,CT,KIP,,,,
1503,UPCOM,VINATEX,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,28553,29201.0,0.131,http://vinatex.com.vn,3.7,-0.097,0.029,-0.273,500.0,500.0,CT,VGT,,,,
1504,UPCOM,Giao nhận Vận tải Miền Trung,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1753,,123.0,0.0,http://www.vinatransdn.com.vn,3.7,0.013,0.714,,3.2,3.2,CT,VMT,,,,
1505,UPCOM,Mạ kẽm công nghiệp Vingal-Vnsteel,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2015,227,120.0,0.0,http://www.vingal.com,3.9,0.004,0.059,-0.032,9.3,9.3,CT,VGL,,,,
1506,HOSE,Vận tải Xăng dầu VIPCO,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,491,8827.0,0.031,http://www.vipco.com.vn,4.2,0.022,0.122,0.32,68.5,68.5,CT,VIP,,,,
1507,UPCOM,Giấy Việt Trì,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2008,468,574.0,0.0,http://www.giayviettri.com.vn,3.7,0.013,0.064,0.113,11.6,11.6,CT,GVT,,,,
1508,HOSE,Thuốc sát trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,2006,360,780.0,0.007,http://www.vipesco.com.vn,3.9,0.002,0.077,-0.059,24.5,24.5,CT,VPS,,,,
1509,UPCOM,Cảng xanh VIP,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2014,160,117.0,0.218,http://www.vipgreenport.com.vn,4.3,0.019,0.153,0.418,63.3,63.3,CT,VGR,,,,
1510,UPCOM,Công trình Công cộng Vĩnh Long,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,258,205.0,0.0,http://www.vipuco.vn,4.1,0.013,0.064,0.302,3.5,3.5,CT,VLP,,,,
1511,UPCOM,Du lịch Vũng Tàu,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2005,101,0.0,0.0,http://www.intourcoresort.com.vn,3.6,0.013,0.064,0.097,8.2,8.2,CT,VIR,,,,
1512,UPCOM,VN Kỹ Nghệ Súc Sản (VISSAN),218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006,3980,1087.0,0.043,https://www.vissan.com.vn,3.7,-0.06,0.109,-0.016,80.9,80.9,CT,VSN,,,,
1513,HNX,Viglacera Tiên Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,695,685.0,0.003,http://www.viglaceratienson.com,3.3,-0.008,0.086,0.229,50.0,50.0,CT,VIT,,,,
1514,UPCOM,Nước và Môi trường VN,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,283,250.0,0.01,http://www.viwase.vn,3.2,0.013,-0.067,0.372,3.6,3.6,CT,VWS,,,,
1515,UPCOM,Đầu tư nước và môi trường VN - Viwaseen,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,316,221.0,0.0,http://www.viwaseen.com.vn,3.4,0.013,0.209,-0.035,58.0,58.0,CT,VIW,,,,
1516,HOSE,Chứng khoán VIX,300.0,8777,Dịch vụ tài chính,Financial Services,2007,50,1703.0,0.062,https://www.vixs.vn,4.2,-0.003,-0.06,-0.36,582.1,582.1,CK,VIX,,,,
1517,HNX,VKC Holdings,213.0,3357,Ô tô và phụ tùng,Automobiles & Parts,1993,77,128.0,0.039,https://vkcholdings.vn,3.5,0.013,-0.172,-0.593,19.3,20.0,CT,VKC,,,,
1518,UPCOM,Nhựa Tân Hóa,150.0,1353,Hóa chất,Chemicals,2000,350,0.0,0.0,http://www.tanhoaplastic.vn,3.5,0.013,0.064,0.302,8.0,8.0,CT,VKP,,,,
1519,HNX,PT Công nghệ Văn Lang,310.0,9537,Công nghệ Thông tin,Technology,2007,21,69.0,0.032,http://www.vla.vn,4.0,-0.047,0.004,0.587,2.0,2.0,CT,VLA,,,,
1520,UPCOM,Lương thực Vĩnh Long,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1993,22,333.0,0.003,http://www.vinhlongfood.com.vn,3.5,0.013,-0.103,-0.314,12.0,12.0,CT,VLF,,,,
1521,HNX,VIMECO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,548,0.0,0.005,http://www.vimeco.com,3.3,0.013,-0.055,-0.357,21.6,21.6,CT,VMC,,,,
1522,HOSE,Y Dược phẩm Vimedimex,238.0,4577,Y tế,Health Care,2006,1087,364.0,0.014,http://www.vietpharm.com.vn,3.9,-0.011,-0.051,-0.229,15.4,15.4,CT,VMD,,,,
1523,HNX,Phát triển Hàng Hải,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,128,315.0,0.0,http://vimadeco.com.vn,3.9,0.036,-0.276,0.377,9.0,9.0,CT,VMS,,,,
1524,UPCOM,Vimexco Gas,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006,80,1373.0,0.007,http://www.vimexcogas.com.vn,3.0,0.167,0.135,-0.198,9.6,9.6,CT,VMG,,,,
1525,UPCOM,Truyền thông VMG,269.0,6575,Viễn thông,Telecommunications,2006,202,950.0,0.009,https://vmgmedia.vn/home/index,4.1,0.161,0.786,0.371,20.4,20.4,CT,ABC,,,,
1526,UPCOM,Địa chất mỏ - TKV,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2010,728,987.0,0.0,http://www.minegeology.vn,3.4,0.013,-0.186,-0.237,10.8,10.8,CT,MGC,,,,
1527,UPCOM,CN ô tô Vinacomin,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2013,,0.0,0.376,http://www.vmicauto.vn,3.9,0.013,0.064,0.302,2.7,2.7,CT,VMA,,,,
